City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,26.5,22.5,92.0,73.0,5.8,3.7,5.4,92,Moderate,,,2026-04-24T02:13:55.579554
"Biblioteca, Tizayuca, Hidalgo, Mexico",Mexico,19.840583333333,-98.981333333333,19.4,51.0,89.0,67.0,25.9,5.8,9.5,89,Moderate,,,2026-04-24T02:13:59.295000
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,23.8,29.0,87.0,21.0,13.0,,,87,Moderate,,,2026-04-24T02:14:02.377395
"Durango, Durango, Mexico",Mexico,24.03447,-104.64503,22.2,28.0,76.0,61.0,,,0.1,76,Moderate,,,2026-04-24T02:14:05.589553
"Vallarta, Guadalajara, Mexico",Mexico,20.680450840176,-103.39873310432,27.0,21.0,74.0,33.0,,,,74,Moderate,,,2026-04-24T02:14:08.762514
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,27.0,21.0,63.0,73.0,5.0,3.2,3.8,73,Moderate,,,2026-04-24T02:14:12.378776
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,27.0,21.0,72.0,50.0,11.0,3.2,10.1,72,Moderate,,,2026-04-24T02:14:15.583253
"Palacio de Gobierno, Tlaxcala, Tlaxcala, Mexico",Mexico,19.317583333333,-98.237305555556,26.0,83.0,69.0,52.0,,,,69,Moderate,,,2026-04-24T02:14:20.298058
"San Juanico, Mexico",Mexico,20.537489,-100.839905,25.7,32.1,66.0,53.0,6.6,8.1,3.4,66,Moderate,,,2026-04-24T02:14:26.585343
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,22.0,32.6,65.0,,17.6,3.5,8.8,65,Moderate,,,2026-04-24T02:14:30.303412
"Tulancingo, Hidalgo, Mexico",Mexico,20.08525,-98.366638888889,26.0,83.0,64.0,40.0,11.0,1.9,7.4,64,Moderate,,,2026-04-24T02:14:35.381974
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,27.0,21.0,63.0,42.0,4.3,3.2,10.5,63,Moderate,,,2026-04-24T02:14:38.586270
"San Luis De La Paz Presidencia Municipal, Mexico",Mexico,21.295861111111,-100.52330555556,26.8,24.3,61.0,,,,,61,Moderate,,,2026-04-24T02:14:45.306756
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-04-24T02:14:51.591001
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,23.0,88.0,9.0,,,,,-,,,,2026-04-24T02:14:58.388117
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-04-24T02:15:01.773295
