City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,29.0,15.0,111.0,57.0,6.6,2.8,5.2,111,Poor,,,2026-04-25T02:03:39.152116
"Biblioteca, Tizayuca, Hidalgo, Mexico",Mexico,19.840583333333,-98.981333333333,22.7,24.0,82.0,52.0,15.3,16.2,7.7,82,Moderate,,,2026-04-25T02:03:42.339427
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,29.0,15.0,80.0,29.0,9.9,2.8,10.5,80,Moderate,,,2026-04-25T02:03:47.154634
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,29.3,66.5,80.0,43.0,19.6,4.2,16.2,80,Moderate,,,2026-04-25T02:03:52.348055
"Palacio Municipal, Morelia, Mexico",Mexico,19.702153,-101.190948,25.0,41.0,78.0,,,,1.8,78,Moderate,,,2026-04-25T02:03:57.156431
"San Juanico, Mexico",Mexico,20.537489,-100.839905,21.7,35.0,78.0,58.0,13.7,5.3,8.3,78,Moderate,,,2026-04-25T02:04:00.349057
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,26.6,13.0,76.0,16.0,6.4,,,76,Moderate,,,2026-04-25T02:04:09.161424
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,29.3,66.5,76.0,44.0,13.4,8.2,18.6,76,Moderate,,,2026-04-25T02:04:12.353629
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,,2026-04-25T02:04:28.169658
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,25.0,83.0,9.0,,,,,-,,,,2026-04-25T02:04:34.374071
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,,2026-04-25T02:04:38.173972
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,,2026-04-25T02:04:41.874470
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,23.3,79.0,,,,,,-,,,,2026-04-25T02:04:47.102169
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,,,2026-04-25T02:04:51.884238
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,13.2,100.0,151.0,,,0.8,20.7,151,Poor,,,2026-04-25T02:05:26.893146
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,12.7,87.6,86.0,47.0,17.9,1.0,9.5,86,Moderate,,,2026-04-25T02:05:30.117347
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,11.0,81.0,80.0,55.0,5.3,0.7,,80,Moderate,,,2026-04-25T02:05:34.897204
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,11.2,85.0,70.0,56.0,6.7,1.3,9.0,70,Moderate,,,2026-04-25T02:05:38.119917
