City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,19.6,48.0,109.0,63.0,47.6,8.0,15.8,109,Poor,1682.83,8.79,2026-01-30T01:46:47.835217
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,19.6,48.0,107.0,56.0,48.4,7.0,18.0,107,Poor,3871.31,9.93,2026-01-30T01:46:50.894768
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,24.0,22.5,91.0,47.0,27.0,16.0,21.4,91,Moderate,1772.02,21.65,2026-01-30T01:46:53.268829
"Centro de Salud, Apizaco, Tlaxcala, Mexico",Mexico,19.409853333333,-98.150011111111,20.0,82.0,91.0,69.0,0.1,0.1,7.3,91,Moderate,630.33,92.76,2026-01-30T01:46:55.897545
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,22.0,23.0,91.0,,12.5,2.9,6.9,91,Moderate,2003.27,81.91,2026-01-30T01:46:58.336476
"Pastora, Nuevo Leon, Mexico",Mexico,25.6717286,-100.2231895,26.6,42.0,85.0,72.0,29.7,7.3,19.8,85,Moderate,8096.05,10.31,2026-01-30T01:47:02.328412
"Biblioteca, Tizayuca, Hidalgo, Mexico",Mexico,19.840583333333,-98.981333333333,16.1,46.5,,76.0,18.0,4.0,19.8,76,Moderate,550.68,32.18,2026-01-30T01:47:11.208781
"Obispado, Nuevo Leon, Mexico",Mexico,25.6745177,-100.3473334,26.6,42.0,74.0,47.0,51.2,7.6,20.5,74,Moderate,14553.06,3.13,2026-01-30T01:47:16.142765
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,20.5,24.0,74.0,13.0,13.8,,500.0,74,Moderate,10999.44,104.96,2026-01-30T01:47:18.827732
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,24.0,22.5,60.0,72.0,25.5,10.5,9.5,72,Moderate,342.07,20.68,2026-01-30T01:47:22.913637
"Palacio de Gobierno, Tlaxcala, Tlaxcala, Mexico",Mexico,19.317583333333,-98.237305555556,20.0,82.0,69.0,55.0,7.3,,,69,Moderate,611.54,86.25,2026-01-30T01:47:27.491691
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,31197.09,108.86,2026-01-30T01:47:33.556753
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,22.7,58.0,9.0,,,,,-,,4024.59,1794.07,2026-01-30T01:47:39.051318
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,1765.92,1801.85,2026-01-30T01:47:41.424480
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,4024.59,1796.97,2026-01-30T01:47:43.948883
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,22.7,58.0,,,,,,-,,4024.59,1797.32,2026-01-30T01:47:48.693006
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2026-01-30T01:47:52.520126
"Centro de Alto Rendimiento, Bogota, Colombia",Colombia,4.65837,-74.084,14.5,86.0,114.0,38.0,9.3,0.7,4.3,114,Poor,104164.41,75.54,2026-01-30T01:48:26.785754
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,14.3,81.0,97.0,34.0,22.4,,9.4,97,Moderate,104164.41,78.11,2026-01-30T01:48:29.336024
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,14.5,86.0,97.0,51.0,17.1,0.5,14.4,97,Moderate,104164.41,71.59,2026-01-30T01:48:31.851906
"Kennedy, Bogota, Colombia",Colombia,4.6249,-74.16135,14.3,83.0,93.0,26.0,10.2,0.9,8.2,93,Moderate,,79.06,2026-01-30T01:48:34.626109
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,14.3,83.0,74.0,25.0,6.3,0.3,6.0,74,Moderate,445.63,81.7,2026-01-30T01:48:37.230091
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,15.5,73.8,61.0,64.0,,,,64,Moderate,104164.41,72.79,2026-01-30T01:48:58.787659
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,13.3,80.0,61.0,15.0,2.9,0.9,7.7,61,Moderate,,68.77,2026-01-30T01:49:01.688726
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,14.3,72.0,59.0,22.0,2.7,0.5,,59,Moderate,,72.99,2026-01-30T01:49:05.959742
"Puente Aranda, Bogota, Colombia",Colombia,4.63187,-74.11757,14.3,86.0,57.0,39.0,17.1,0.9,6.4,57,Moderate,104164.41,76.02,2026-01-30T01:49:10.104766
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,11.69,93.0,29.0,7.0,47.4,5.6,14.2,29,Good,34010.69,458.58,2026-01-30T01:49:17.327731
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,12.1,93.0,55.0,,65.2,4.6,17.1,55,Moderate,34010.69,465.66,2026-01-30T01:49:19.778409
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,12.87,93.0,51.0,7.0,36.3,3.4,10.9,51,Moderate,,451.2,2026-01-30T01:49:25.440569
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,11.69,93.0,23.0,,,2.4,14.6,23,Good,34010.69,463.1,2026-01-30T01:49:28.077231
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,13.67,93.0,,,,42.6,12.9,1,Good,,467.4,2026-01-30T01:49:30.962108
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2026-01-30T01:49:33.519664
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,6312.42,751.96,2026-01-30T01:49:35.963470
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,6312.42,752.02,2026-01-30T01:49:38.400437
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,15.37,93.0,30.0,,24.3,2.3,8.0,30,Good,,456.68,2026-01-30T01:49:40.979729
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,14.64,93.0,48.0,7.0,17.2,2.7,5.8,48,Good,,447.45,2026-01-30T01:49:45.216186
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,24.4,77.0,62.0,60.0,1.4,3.0,14.1,62,Moderate,,1721.69,2026-01-30T01:49:48.348038
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,24.4,77.0,60.0,23.0,26.1,2.5,10.0,60,Moderate,,1710.96,2026-01-30T01:49:50.927568
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,24.4,77.0,59.0,34.0,,0.5,,59,Moderate,,1707.63,2026-01-30T01:49:53.493812
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,24.4,77.0,55.0,20.0,13.1,3.5,18.7,55,Moderate,127188.7,1717.62,2026-01-30T01:49:56.838225
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,24.4,77.0,,48.0,13.9,10.0,14.1,48,Good,,1714.32,2026-01-30T01:49:59.937713
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,24.4,77.0,28.0,8.0,13.0,4.0,26.2,28,Good,1018.59,1727.81,2026-01-30T01:50:04.793728
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,1721.2,2026-01-30T01:50:11.923856
