City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,16.6,54.0,97.0,14.0,3.5,0.1,3.5,97,Moderate,,104.96,2026-01-19T01:27:36.009108
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,18.0,63.0,96.0,49.0,32.9,12.6,13.3,96,Moderate,,20.68,2026-01-19T01:27:45.635457
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,18.5,53.5,80.0,46.0,71.7,2.7,7.1,80,Moderate,1772.02,21.65,2026-01-19T01:28:06.473539
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,16.4,58.0,76.0,44.0,9.4,14.6,5.9,76,Moderate,4814.67,3.57,2026-01-19T01:28:11.265402
"San Juanico, Mexico",Mexico,20.537489,-100.839905,16.5,57.7,76.0,41.0,8.6,12.9,4.0,76,Moderate,4814.67,3.79,2026-01-19T01:28:29.161345
"Palacio de Gobierno, Tlaxcala, Tlaxcala, Mexico",Mexico,19.317583333333,-98.237305555556,17.0,100.0,73.0,40.0,10.7,,,73,Moderate,,86.25,2026-01-19T01:28:54.859393
"Centro de Salud, Apizaco, Tlaxcala, Mexico",Mexico,19.409853333333,-98.150011111111,21.0,94.0,70.0,36.0,0.1,0.1,4.5,70,Moderate,,92.76,2026-01-19T01:29:04.784155
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,6.4,68.0,68.0,50.0,34.2,4.5,18.3,68,Moderate,,9.93,2026-01-19T01:29:12.823240
"Loma Dorada, Guadalajara, Mexico",Mexico,20.629554249053,-103.26392977309,18.5,53.5,67.0,38.0,17.3,,9.9,67,Moderate,,23.28,2026-01-19T01:29:18.720823
"Oblatos, Jalisco, Mexico",Mexico,20.699048277777777,-103.29667683333334,18.5,53.5,63.0,33.0,9.3,2.9,5.2,63,Moderate,17642.39,18.44,2026-01-19T01:29:37.891607
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,18.5,53.5,63.0,19.0,9.4,2.9,4.0,63,Moderate,,14.98,2026-01-19T01:29:57.833054
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,15.0,67.0,63.0,53.0,35.8,5.1,11.5,63,Moderate,,12.43,2026-01-19T01:30:03.904421
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,108.86,2026-01-19T01:30:13.134866
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,26.0,50.0,9.0,,,,,-,,4024.59,1794.07,2026-01-19T01:30:19.226051
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,,1801.85,2026-01-19T01:30:25.986021
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,4024.59,1796.97,2026-01-19T01:30:43.579846
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,22.8,61.5,,,,,,-,,,1797.32,2026-01-19T01:31:07.081084
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2026-01-19T01:31:28.994378
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,15.6,61.1,38.0,17.0,9.2,0.2,7.5,38,Good,445.63,81.7,2026-01-19T01:32:23.275053
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,16.0,64.0,34.0,10.0,2.4,0.6,,34,Good,,72.99,2026-01-19T01:32:32.875417
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,15.1,58.0,25.0,5.0,7.1,,5.1,25,Good,104164.41,78.11,2026-01-19T01:32:52.410637
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,14.3,65.0,5.0,16.0,2.1,0.4,2.9,16,Good,445.63,83.78,2026-01-19T01:32:58.729029
"Puente Aranda, Bogota, Colombia",Colombia,4.63187,-74.11757,16.0,76.0,15.0,,8.5,0.8,4.4,15,Good,104164.41,76.02,2026-01-19T01:33:16.696388
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,11.7,76.0,13.0,13.0,1.5,0.5,2.0,13,Good,,71.59,2026-01-19T01:33:37.855832
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,18.06,63.0,52.0,,,6.9,8.6,52,Moderate,34010.69,463.1,2026-01-19T01:33:43.441242
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,15.67,87.0,27.0,12.0,14.3,3.2,6.0,32,Good,34010.69,458.58,2026-01-19T01:34:01.436888
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,16.12,87.0,19.0,,24.7,1.6,8.8,19,Good,,465.66,2026-01-19T01:34:07.907462
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,14.91,87.0,9.0,12.0,17.9,1.7,4.3,18,Good,,451.2,2026-01-19T01:34:25.541700
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,18.14,87.0,,,,12.2,6.1,15,Good,,467.4,2026-01-19T01:34:43.191621
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2026-01-19T01:34:47.803564
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,751.96,2026-01-19T01:35:08.794661
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,752.02,2026-01-19T01:35:29.876052
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,17.3,87.0,45.0,,11.7,1.7,5.2,49,Good,,456.68,2026-01-19T01:35:32.721079
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,21.4,29.0,26.0,12.0,9.4,7.5,6.6,40,Good,,447.45,2026-01-19T01:35:58.761665
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,22.7,77.0,62.0,24.0,11.7,1.9,9.4,62,Moderate,,1710.96,2026-01-19T01:36:05.822876
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,22.7,77.0,60.0,19.0,7.9,2.6,27.0,60,Moderate,1018.59,1727.81,2026-01-19T01:36:23.800808
