City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Nativitas, Mexico",Mexico,20.565231,-101.188248,15.0,44.0,,319.0,40.6,31.7,52.2,319,Hazardous,2045.87,39.93,2026-01-04T01:39:28.555748
"San Juanico, Mexico",Mexico,20.537489,-100.839905,11.5,75.1,228.0,159.0,34.8,25.0,41.9,228,Poor,,3.79,2026-01-04T01:39:36.813726
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,11.5,75.1,193.0,169.0,36.9,21.9,25.0,193,Poor,,3.57,2026-01-04T01:39:42.754579
"DIF, Mexico",Mexico,20.558094,-101.204941,15.0,44.0,187.0,152.0,15.9,26.5,51.0,187,Poor,,41.64,2026-01-04T01:39:48.993481
"Cruz Roja, Mexico",Mexico,20.578896,-101.199211,15.0,44.0,171.0,153.0,17.3,20.1,51.7,171,Poor,2045.87,41.16,2026-01-04T01:39:51.432887
"SUR, CHIH1, Chihuahua -Estatal, Mexico",Mexico,28.632775,-106.03886694444,14.4,47.0,154.0,,,,,154,Poor,11787.18,24.34,2026-01-04T01:39:53.988279
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,12.7,54.7,153.0,65.0,18.5,5.0,,153,Poor,,74.05,2026-01-04T01:40:04.041620
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,21.5,31.5,122.0,78.0,32.3,4.6,15.6,122,Poor,,21.65,2026-01-04T01:40:11.813700
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,21.1,34.0,97.0,32.0,10.4,2.1,,97,Moderate,10999.44,104.96,2026-01-04T01:40:16.102233
"Centro, CHIH1, Chihuahua -Estatal, Mexico",Mexico,28.652227777778,-106.08535833333,14.4,47.0,85.0,61.0,,,,85,Moderate,11787.18,24.84,2026-01-04T01:40:20.353463
"Irapuato Bomberos, Mexico",Mexico,21.118055555556,-101.60216666667,23.0,27.0,76.0,44.0,,3.6,12.2,76,Moderate,,9.68,2026-01-04T01:40:22.903956
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,31197.09,108.86,2026-01-04T01:40:39.020021
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,20.0,56.6,9.0,,,,,-,,4024.59,1794.07,2026-01-04T01:40:45.049766
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,1765.92,1801.85,2026-01-04T01:40:48.115491
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,,1796.97,2026-01-04T01:40:55.036092
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,20.0,56.6,,,,,,-,,,1797.32,2026-01-04T01:41:04.001445
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2026-01-04T01:41:12.052771
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,13.0,71.0,63.0,29.0,5.1,1.9,,63,Moderate,,72.99,2026-01-04T01:41:50.226008
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,13.9,75.7,59.0,7.0,10.3,0.7,5.7,59,Moderate,,81.7,2026-01-04T01:41:58.001922
"Centro de Alto Rendimiento, Bogota, Colombia",Colombia,4.65837,-74.084,13.0,84.0,54.0,13.0,6.4,0.7,3.9,54,Moderate,104164.41,75.54,2026-01-04T01:42:04.349654
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,12.7,80.0,53.0,22.0,4.8,0.3,3.7,53,Moderate,,83.78,2026-01-04T01:42:10.810552
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,14.0,73.0,38.0,15.0,10.6,,4.4,38,Good,104164.41,78.11,2026-01-04T01:42:24.140873
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,13.7,65.0,38.0,9.0,0.1,0.8,3.0,38,Good,,68.77,2026-01-04T01:42:29.678899
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,13.0,84.0,34.0,18.0,7.0,0.6,7.2,34,Good,104164.41,71.59,2026-01-04T01:42:38.521588
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,13.99,87.0,63.0,29.0,26.1,1.5,3.1,63,Moderate,,451.2,2026-01-04T01:42:48.126722
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,13.51,87.0,54.0,,,2.1,5.1,54,Moderate,34010.69,463.1,2026-01-04T01:42:50.824434
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,13.55,87.0,49.0,,30.5,1.1,7.6,49,Good,,465.66,2026-01-04T01:42:59.550004
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,13.51,87.0,42.0,29.0,29.2,3.9,7.0,42,Good,34010.69,458.58,2026-01-04T01:43:02.207502
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,15.47,87.0,,,,7.7,9.3,10,Good,,467.4,2026-01-04T01:43:08.807221
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2026-01-04T01:43:13.055830
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,6312.42,751.96,2026-01-04T01:43:16.268570
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,6312.42,752.02,2026-01-04T01:43:18.833099
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,16.53,87.0,52.0,,14.0,1.6,4.2,52,Moderate,,456.68,2026-01-04T01:43:21.610327
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,15.6,87.0,16.0,29.0,11.5,3.0,5.9,29,Good,,447.45,2026-01-04T01:43:25.850955
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,23.8,71.0,63.0,32.0,,11.9,,63,Moderate,,1707.63,2026-01-04T01:43:32.998229
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,23.8,71.0,62.0,48.0,14.1,7.3,11.2,62,Moderate,,1721.69,2026-01-04T01:43:35.945927
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,23.8,71.0,59.0,22.0,9.8,3.1,13.4,59,Moderate,,1717.62,2026-01-04T01:43:41.890232
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,23.8,71.0,51.0,16.0,15.6,2.3,9.1,51,Moderate,,1710.96,2026-01-04T01:43:44.777353
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,23.8,71.0,40.0,11.0,11.5,2.8,25.8,40,Good,1018.59,1727.81,2026-01-04T01:43:47.690477
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,23.8,71.0,,20.0,23.7,11.3,11.5,20,Good,,1714.32,2026-01-04T01:43:53.941238
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,1721.2,2026-01-04T01:44:03.255966
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,1711.36,2026-01-04T01:44:06.232744
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,1712.29,2026-01-04T01:44:12.858047
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,23.8,71.0,,,18.3,7.2,11.5,12,Good,,1698.97,2026-01-04T01:44:19.020007
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,23.8,71.0,74.0,,22.7,6.6,28.4,74,Moderate,,1694.82,2026-01-04T01:44:25.843846
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,23.0,78.6125,61.0,66.0,5.4,2.1,5.8,66,Moderate,,1012.82,2026-01-04T01:44:34.065185
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,1014.17,2026-01-04T01:44:36.854471
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,8473.19,1751.96,2026-01-04T01:44:52.393855
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,,1752.65,2026-01-04T01:44:58.835934
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,8473.19,1758.36,2026-01-04T01:45:02.500563
"Copiapo Sivica, Chile",Chile,-27.370329154948,-70.323906678352,18.0,77.0,99.0,16.0,,1.5,,99,Moderate,1920.1,860.2,2026-01-04T01:45:45.175179
"Arica, Chile",Chile,-18.47683929771,-70.287911433372,22.0,68.0,89.0,,,,,89,Moderate,,1730.06,2026-01-04T01:45:51.852900
"Quilicura, Chile",Chile,-33.349626928347,-70.723792612552,20.0,64.0,65.0,27.0,,,,65,Moderate,,594.07,2026-01-04T01:45:57.337604
"Balneario Curanilahue, Chile",Chile,-37.485131692556,-73.331626473541,16.0,82.0,53.0,,,,,53,Moderate,,522.6,2026-01-04T01:46:09.971578
"Rancagua II, Chile",Chile,-34.143888375919,-70.737131207664,16.3,85.5,38.0,51.0,,,,51,Moderate,2945.9,602.37,2026-01-04T01:46:16.017457
"La Union, Chile",Chile,-40.286857441758,-73.076710459412,22.6,81.8,50.0,,,,,50,Good,,228.36,2026-01-04T01:46:22.961050
"U.C. Maule, Chile",Chile,-35.435725588722,-71.619553864003,21.2,66.4,50.0,16.0,,,,50,Good,,715.31,2026-01-04T01:46:25.456255
"Puren, Chile",Chile,-36.616167751711,-72.093040558483,15.5,90.2,50.0,29.0,,,,50,Good,,597.96,2026-01-04T01:46:34.848375
"La boca, Buenos Aires, Argentina",Argentina,-34.6344961,-58.3631337,34.8,29.3,,46.0,7.8,,1.7,-,,39746.84,101.41,2026-01-04T01:46:48.256860
"Centenario, Buenos Aires, Argentina",Argentina,-34.635582,-58.5518647,33.0,38.0,,35.0,5.5,,1.3,-,,1532.29,84.55,2026-01-04T01:46:51.502287
"Cordoba, Buenos Aires, Argentina",Argentina,-34.5995674,-58.3915767,28.5,68.8,,49.0,6.9,,2.9,-,,39746.84,98.13,2026-01-04T01:46:54.286861
"US Embassy, Buenos Aires, Argentina",Argentina,-34.5773,-58.4176,25.0,72.9,5.0,,,,,5,Good,39746.84,95.38,2026-01-04T01:47:00.568584
"Dock Sud 1, Acumar, Argentina",Argentina,-34.657988,-58.342538,23.8,65.3,,,,,,-,,,103.8,2026-01-04T01:47:08.408023
"La Matanza, Acumar, Argentina",Argentina,-34.6775885,-58.701767,20.2,88.8,,,,,,-,,1713.54,72.79,2026-01-04T01:47:11.141728
"Argentina, Asturias, Spain",Argentina,43.53880000013,-5.6989000001636,6.5,88.5,25.0,11.0,1.4,1.1,0.1,29,Good,3247.65,6061.94,2026-01-04T01:47:14.333076
