City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"SUR, CHIH1, Chihuahua -Estatal, Mexico",Mexico,28.632775,-106.03886694444,25.5,20.0,34.0,31.0,,,,252,Hazardous,11787.18,,2026-04-15T02:06:45.032154
"Durango, Durango, Mexico",Mexico,24.03447,-104.64503,22.7,25.0,130.0,1.0,,,0.1,130,Poor,7844.03,,2026-04-15T02:06:48.321643
"Aguilas, Jalisco, Mexico",Mexico,20.629602722222224,-103.41677252777778,26.0,21.0,96.0,60.0,37.6,7.9,7.0,96,Moderate,302.84,,2026-04-15T02:06:54.933588
"San Juanico, Mexico",Mexico,20.537489,-100.839905,23.5,54.1,85.0,63.0,7.8,10.1,6.7,85,Moderate,4814.67,,2026-04-15T02:07:05.039702
"Irapuato Bomberos, Mexico",Mexico,21.118055555556,-101.60216666667,17.7,74.0,79.0,54.0,12.2,23.2,17.0,79,Moderate,,,2026-04-15T02:07:16.041512
"DIF, Mexico",Mexico,20.558094,-101.204941,22.9,56.0,74.0,53.0,7.5,67.5,17.6,74,Moderate,2045.87,,2026-04-15T02:07:19.323340
"Hospital General, Mexico",Mexico,20.947924,-101.425774,23.7,53.7,60.0,73.0,7.0,5.9,17.5,73,Moderate,1061.27,,2026-04-15T02:07:24.043061
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,22.4,62.3,71.0,55.0,9.8,10.3,,71,Moderate,11006.29,,2026-04-15T02:07:30.325897
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,24.0,20.0,70.0,,11.9,3.6,8.3,70,Moderate,,,2026-04-15T02:07:41.047149
"Centro, Aguascalientes, Mexico",Mexico,21.883780555556,-102.295825,26.6,18.0,68.0,39.0,0.1,0.1,0.9,68,Moderate,,,2026-04-15T02:07:49.329625
"Escobedo, Nuevo Leon, Mexico",Mexico,25.7802165,-100.3161126,27.4,65.0,68.0,32.0,5.4,6.9,12.7,68,Moderate,5792.82,,2026-04-15T02:07:54.048488
