City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,21.0,37.0,117.0,,20.5,4.5,10.3,117,Poor,2003.27,81.91,2025-12-14T01:25:51.991733
"S. Catarina, Nuevo Leon, Mexico",Mexico,25.6869003,-100.4220058,23.0,57.5,87.0,36.0,19.6,14.6,11.6,87,Moderate,3871.31,9.93,2025-12-14T01:26:01.395156
"Irapuato Bomberos, Mexico",Mexico,21.118055555556,-101.60216666667,22.6,37.6,84.0,43.0,3.9,3.9,6.7,84,Moderate,,9.68,2025-12-14T01:26:05.002956
"Facultad De Medicina, Mexico",Mexico,21.133545,-101.679543,21.0,43.0,83.0,35.0,15.2,10.6,,83,Moderate,20114.69,1.5,2025-12-14T01:26:07.192817
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,25.0,23.0,81.0,57.0,20.2,,9.0,81,Moderate,342.07,20.68,2025-12-14T01:26:09.307858
"Pastora, Nuevo Leon, Mexico",Mexico,25.6717286,-100.2231895,30.0,42.0,55.0,46.0,37.2,14.9,25.3,74,Moderate,8096.05,10.31,2025-12-14T01:26:18.696717
"S. Pedro, Nuevo Leon, Mexico",Mexico,25.6573447,-100.4017501,23.0,57.5,70.0,30.0,14.3,5.9,8.5,70,Moderate,1682.83,8.79,2025-12-14T01:26:23.764496
"San Juanico, Mexico",Mexico,20.537489,-100.839905,22.7,37.3,69.0,45.0,13.4,7.2,6.8,69,Moderate,4814.67,3.79,2025-12-14T01:26:25.870378
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,,108.86,2025-12-14T01:26:39.828874
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,23.7,64.3,,,,,,-,,4024.59,1797.32,2025-12-14T01:26:44.422679
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,23.7,64.3,9.0,,,,,-,,4024.59,1794.07,2025-12-14T01:26:46.795545
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,1765.92,1801.85,2025-12-14T01:26:49.029361
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,4024.59,1796.97,2025-12-14T01:26:52.332447
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2025-12-14T01:27:00.236358
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,17.6,62.0,104.0,40.0,,1.9,13.3,104,Poor,,75.88,2025-12-14T01:27:34.307259
"Puente Aranda, Bogota, Colombia",Colombia,4.63187,-74.11757,14.0,61.0,33.0,22.0,10.6,0.7,5.7,33,Good,104164.41,76.02,2025-12-14T01:27:58.397245
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,17.1,55.4,30.0,,8.0,,5.5,30,Good,445.63,81.7,2025-12-14T01:28:00.933820
"Movil 7ma, Bogota, Colombia",Colombia,4.645228,-74.06152,16.9,49.2,29.0,16.0,,,,29,Good,104164.41,72.79,2025-12-14T01:28:03.092930
"Centro de Alto Rendimiento, Bogota, Colombia",Colombia,4.65837,-74.084,15.3,61.0,23.0,7.0,5.2,1.4,3.2,23,Good,104164.41,75.54,2025-12-14T01:28:05.467791
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,14.3,62.0,21.0,15.0,,0.5,4.8,21,Good,,68.77,2025-12-14T01:28:07.566153
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,15.33,76.0,72.0,60.0,31.0,4.1,7.7,72,Moderate,34010.69,458.58,2025-12-14T01:28:10.789010
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,14.17,76.0,70.0,60.0,17.4,0.3,1.1,70,Moderate,,451.2,2025-12-14T01:28:12.961686
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,12.66,76.0,64.0,,19.7,2.1,10.1,64,Moderate,34010.69,465.66,2025-12-14T01:28:15.231177
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,15.33,76.0,58.0,,,1.2,3.5,58,Moderate,34010.69,463.1,2025-12-14T01:28:17.497420
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,14.34,71.0,,,,10.5,1.2,25,Good,,467.4,2025-12-14T01:28:19.740634
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2025-12-14T01:28:21.996107
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,6312.42,751.96,2025-12-14T01:28:24.232148
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,6312.42,752.02,2025-12-14T01:28:26.423979
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,18.55,76.0,63.0,,15.6,1.9,9.9,63,Moderate,,456.68,2025-12-14T01:28:28.798758
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,17.0,67.0,77.0,60.0,3.9,2.1,3.9,77,Moderate,,447.45,2025-12-14T01:28:32.489012
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,22.2,72.0,81.0,38.0,3.1,2.1,18.8,81,Moderate,1018.59,1727.81,2025-12-14T01:28:37.929649
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,22.2,72.0,63.0,39.0,,3.8,,63,Moderate,,1707.63,2025-12-14T01:28:40.155203
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,22.2,72.0,61.0,23.0,9.2,3.0,10.7,61,Moderate,127188.7,1717.62,2025-12-14T01:28:46.737540
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,22.2,72.0,59.0,22.0,17.0,2.4,7.7,59,Moderate,,1710.96,2025-12-14T01:28:48.901279
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,22.2,72.0,59.0,40.0,14.5,5.0,8.6,59,Moderate,,1721.69,2025-12-14T01:28:51.268773
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,22.2,72.0,,32.0,20.2,7.7,8.4,32,Good,,1714.32,2025-12-14T01:28:53.441280
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,1721.2,2025-12-14T01:28:55.652757
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,1711.36,2025-12-14T01:28:57.846199
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,1712.29,2025-12-14T01:28:59.995020
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,22.2,72.0,,,14.9,6.2,8.1,8,Good,,1698.97,2025-12-14T01:29:02.676585
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,22.2,72.0,59.0,,17.2,6.4,33.0,59,Moderate,,1694.82,2025-12-14T01:29:05.023882
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,22.0,79.7775,64.0,79.0,6.0,6.5,7.8,79,Moderate,,1012.82,2025-12-14T01:29:08.940346
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,1014.17,2025-12-14T01:29:11.156810
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,8473.19,1751.96,2025-12-14T01:29:24.756610
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,8473.19,1752.65,2025-12-14T01:29:27.266386
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,8473.19,1758.36,2025-12-14T01:29:29.616172
"Coyhaique II, Chile",Chile,-45.579045667164,-72.049964505825,6.0,75.0,53.0,11.0,,2.5,7.4,53,Moderate,632.38,264.12,2025-12-14T01:30:10.052207
"Mirasol, Chile",Chile,-41.4795069236,-72.968755930145,12.0,71.0,46.0,,,,,46,Good,2161.15,131.22,2025-12-14T01:30:14.984451
"Coquimbo, Chile",Chile,-29.970390235273,-71.336038250122,18.0,72.0,42.0,,,,,42,Good,2598.28,750.62,2025-12-14T01:30:17.850527
"Rancagua I, Chile",Chile,-34.162314609087,-70.713919225517,17.8,64.6,38.0,48.0,,0.5,2.4,48,Good,2945.9,600.57,2025-12-14T01:30:20.536366
"Arica, Chile",Chile,-18.47683929771,-70.287911433372,20.0,68.0,42.0,,,,,42,Good,2573.61,1730.06,2025-12-14T01:30:30.582818
"Rancagua II, Chile",Chile,-34.143888375919,-70.737131207664,19.1,61.0,34.0,35.0,,,,35,Good,2945.9,602.37,2025-12-14T01:30:32.788521
"Puente Alto, Chile",Chile,-33.591390623022,-70.594788,19.0,59.0,21.0,34.0,3.4,,1.0,34,Good,,582.9,2025-12-14T01:30:42.112329
"Universidad de Talca, Chile",Chile,-35.406582744695,-71.633396474869,19.0,69.5,17.0,34.0,,,,34,Good,2623.75,715.47,2025-12-14T01:30:44.234142
"Rengo, Chile",Chile,-34.394541417902,-70.852981542328,18.3,65.0,30.0,33.0,,,,33,Good,480.28,617.68,2025-12-14T01:30:47.924719
"Alerce, Chile",Chile,-41.399169537038,-72.899522781372,12.0,71.0,38.0,,,,,38,Good,538.16,130.32,2025-12-14T01:30:51.736536
"Vialidad, Chile",Chile,-45.40680023471,-72.696259617805,7.5,62.0,30.0,,,,,30,Good,222.07,317.99,2025-12-14T01:30:54.344529
"Parque O'Higgins, Chile",Chile,-33.464142,-70.660797,19.0,59.0,30.0,25.0,3.5,,1.3,30,Good,78165.35,588.44,2025-12-14T01:31:00.572503
"Cerro Navia, Chile",Chile,-33.433089610143,-70.732147868717,19.0,59.0,13.0,29.0,4.7,,1.4,29,Good,,594.98,2025-12-14T01:31:04.676170
"Puren, Chile",Chile,-36.616167751711,-72.093040558483,17.4,61.5,17.0,26.0,,,,26,Good,2091.55,597.96,2025-12-14T01:31:07.537978
"Cordoba, Buenos Aires, Argentina",Argentina,-34.5995674,-58.3915767,26.6,60.5,,20.0,10.6,,7.0,-,,39746.84,98.13,2025-12-14T01:31:10.384444
"La boca, Buenos Aires, Argentina",Argentina,-34.6344961,-58.3631337,26.6,60.5,,38.0,8.3,,2.7,-,,39746.84,101.41,2025-12-14T01:31:12.742580
