City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,19.4,41.0,825.0,866.0,15.1,,0.6,825,Hazardous,10999.44,104.96,2025-12-12T01:20:25.283269
"Las Pintas, Guadalajara, Mexico",Mexico,20.5767,-103.32652222222,19.0,63.0,146.0,79.0,53.0,,24.2,146,Poor,342.07,20.68,2025-12-12T01:20:27.937419
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,20.5,31.2,103.0,74.0,26.1,8.5,,103,Poor,11006.29,74.05,2025-12-12T01:20:32.191506
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,19.0,39.0,87.0,,29.2,4.5,12.6,87,Moderate,2003.27,81.91,2025-12-12T01:20:34.965394
"Biblioteca, Tizayuca, Hidalgo, Mexico",Mexico,19.840583333333,-98.981333333333,21.0,35.0,83.0,55.0,23.1,20.9,14.9,83,Moderate,550.68,32.18,2025-12-12T01:20:39.089392
"Facultad De Medicina, Mexico",Mexico,21.133545,-101.679543,21.0,43.0,83.0,35.0,15.2,10.6,,83,Moderate,20114.69,1.5,2025-12-12T01:20:41.709689
"Centro, Jalisco, Mexico",Mexico,20.67236666666667,-103.33335883333334,19.0,63.0,70.0,48.0,41.6,5.0,13.9,70,Moderate,,14.98,2025-12-12T01:20:53.749426
"Aguilas, Jalisco, Mexico",Mexico,20.629602722222224,-103.41677252777778,19.0,63.0,70.0,37.0,41.6,5.0,13.9,70,Moderate,302.84,9.97,2025-12-12T01:20:56.224680
"Miravalle, Guadalajara, Mexico",Mexico,20.61504997567,-103.34343019128,19.0,63.0,68.0,42.0,32.9,1.7,8.0,68,Moderate,8277.63,16.64,2025-12-12T01:21:02.474988
"Atemajac, Jalisco, Mexico",Mexico,20.718180277777776,-103.35549144444444,19.0,63.0,68.0,37.0,41.1,5.0,7.3,68,Moderate,16011.6,12.43,2025-12-12T01:21:04.886637
"Palacio Municipal, Morelia, Mexico",Mexico,19.702153,-101.190948,18.0,63.0,68.0,,,,12.4,68,Moderate,9463.68,90.58,2025-12-12T01:21:07.750285
"Santa Fe, Jalisco, Mexico",Mexico,20.528912,-103.377146,19.0,63.0,114.0,51.0,46.3,5.0,14.0,114,Poor,1772.02,21.65,2025-12-12T01:21:10.217825
"Centro de Salud, Apizaco, Tlaxcala, Mexico",Mexico,19.409853333333,-98.150011111111,24.0,94.0,65.0,21.0,0.1,0.1,9.0,65,Moderate,630.33,92.76,2025-12-12T01:21:12.728007
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,31197.09,108.86,2025-12-12T01:21:24.027851
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,25.5,78.5,,,,,,-,,4024.59,1797.32,2025-12-12T01:21:29.685659
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,27.0,57.0,9.0,,,,,-,,4024.59,1794.07,2025-12-12T01:21:32.437574
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,1765.92,1801.85,2025-12-12T01:21:34.948446
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,4024.59,1796.97,2025-12-12T01:21:37.359972
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2025-12-12T01:21:43.214256
"Carvajal - Sevillana, Bogota, Colombia",Colombia,4.5958,-74.14855,16.6,87.0,134.0,61.0,,1.0,17.6,134,Poor,,75.88,2025-12-12T01:22:19.618532
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,12.4,71.0,65.0,20.0,7.5,0.8,5.4,65,Moderate,445.63,83.78,2025-12-12T01:22:27.575712
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,15.0,60.1,59.0,,10.4,,8.3,59,Moderate,445.63,81.7,2025-12-12T01:22:37.242845
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,15.0,59.0,53.0,8.0,8.3,,6.3,53,Moderate,104164.41,78.11,2025-12-12T01:22:55.649342
"Puente Aranda, Bogota, Colombia",Colombia,4.63187,-74.11757,12.0,68.0,36.0,10.0,9.0,1.7,4.8,36,Good,104164.41,76.02,2025-12-12T01:23:01.868604
"San Cristobal, Bogota, Colombia",Colombia,4.5725,-74.0836,13.2,68.0,30.0,14.0,,0.5,5.3,30,Good,,68.77,2025-12-12T01:23:08.509595
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,12.0,62.0,,29.0,4.2,0.5,,29,Good,,72.99,2025-12-12T01:23:13.261440
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,15.25,72.0,104.0,,,3.5,10.0,104,Poor,34010.69,463.1,2025-12-12T01:23:17.147674
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,15.25,72.0,95.0,52.0,52.1,5.4,12.2,95,Moderate,34010.69,458.58,2025-12-12T01:23:19.613747
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,13.49,72.0,91.0,,31.9,3.0,10.0,91,Moderate,34010.69,465.66,2025-12-12T01:23:23.174882
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,14.06,72.0,71.0,52.0,28.0,0.7,6.2,71,Moderate,,451.2,2025-12-12T01:23:25.678268
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,17.8,72.0,,,,12.1,5.3,21,Good,,467.4,2025-12-12T01:23:28.233989
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2025-12-12T01:23:33.536044
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,6312.42,751.96,2025-12-12T01:23:36.534346
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,752.02,2025-12-12T01:23:47.950870
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,16.7,72.0,77.0,,18.2,1.8,9.0,77,Moderate,,456.68,2025-12-12T01:23:50.650639
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,20.11,43.0,24.0,52.0,7.1,3.5,5.8,52,Moderate,,447.45,2025-12-12T01:24:01.046523
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,20.0,78.0,66.0,27.0,3.1,1.9,19.7,66,Moderate,1018.59,1727.81,2025-12-12T01:24:04.692797
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,20.0,78.0,60.0,31.0,,4.2,,60,Moderate,,1707.63,2025-12-12T01:24:07.639997
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,20.0,78.0,51.0,17.0,10.9,2.7,11.8,51,Moderate,127188.7,1717.62,2025-12-12T01:24:12.885206
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,20.0,78.0,50.0,38.0,14.7,4.7,8.7,50,Good,,1721.69,2025-12-12T01:24:15.692633
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,20.0,78.0,49.0,16.0,17.9,2.8,8.2,49,Good,,1710.96,2025-12-12T01:24:19.121297
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,20.0,78.0,,29.0,17.1,7.3,8.1,29,Good,,1714.32,2025-12-12T01:24:22.993888
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,1721.2,2025-12-12T01:24:29.971318
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,1711.36,2025-12-12T01:24:33.917404
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,1712.29,2025-12-12T01:24:36.389880
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,20.0,78.0,,,3.3,0.9,16.0,16,Good,,1698.97,2025-12-12T01:24:39.924266
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,20.0,78.0,52.0,,18.1,7.7,29.5,52,Moderate,,1694.82,2025-12-12T01:24:50.256915
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,23.0,79.71,78.0,97.0,5.7,6.4,7.5,97,Moderate,,1012.82,2025-12-12T01:24:54.584005
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,1014.17,2025-12-12T01:25:01.817283
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,8473.19,1751.96,2025-12-12T01:25:18.614628
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,8473.19,1752.65,2025-12-12T01:25:21.667691
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,8473.19,1758.36,2025-12-12T01:25:28.989510
"Rancagua I, Chile",Chile,-34.162314609087,-70.713919225517,18.2,77.5,53.0,75.0,,0.8,3.3,75,Moderate,2945.9,600.57,2025-12-12T01:26:13.476575
"La Florida, Chile",Chile,-33.516630362266,-70.588123961971,17.0,77.0,50.0,33.0,10.5,3.1,1.4,50,Good,,581.89,2025-12-12T01:26:27.926516
"Puente Alto, Chile",Chile,-33.591390623022,-70.594788,17.0,77.0,46.0,45.0,8.0,,1.0,46,Good,,582.9,2025-12-12T01:26:33.583347
"Parque O'Higgins, Chile",Chile,-33.464142,-70.660797,18.0,72.0,46.0,35.0,8.9,,0.4,46,Good,,588.44,2025-12-12T01:26:40.846864
"Copiapo Sivica, Chile",Chile,-27.370329154948,-70.323906678352,20.0,60.0,42.0,14.0,,1.5,,42,Good,1920.1,860.2,2025-12-12T01:26:53.027423
"Punteras, Chile",Chile,-36.923329602986,-73.036132300941,16.0,77.0,42.0,17.0,2.5,1.0,,42,Good,1090.31,576.47,2025-12-12T01:26:56.056599
"Coquimbo, Chile",Chile,-29.970390235273,-71.336038250122,17.0,82.0,50.0,,,,,50,Good,2598.28,750.62,2025-12-12T01:26:58.600519
"Rancagua II, Chile",Chile,-34.143888375919,-70.737131207664,18.4,77.2,30.0,42.0,,,,42,Good,2945.9,602.37,2025-12-12T01:27:02.179745
"Arica, Chile",Chile,-18.47683929771,-70.287911433372,20.0,64.0,38.0,,,,,38,Good,,1730.06,2025-12-12T01:27:10.077198
"Universidad de Talca, Chile",Chile,-35.406582744695,-71.633396474869,19.6,68.3,30.0,36.0,,,,36,Good,2623.75,715.47,2025-12-12T01:27:15.926983
"Alerce, Chile",Chile,-41.399169537038,-72.899522781372,15.0,87.0,34.0,,,,,34,Good,,130.32,2025-12-12T01:27:22.917671
"Alto Hospicio, Chile",Chile,-20.290466881209,-70.100192427636,20.0,64.0,34.0,,,,,34,Good,1337.73,1534.42,2025-12-12T01:27:26.349898
"Mirasol, Chile",Chile,-41.4795069236,-72.968755930145,15.0,87.0,34.0,,,,,34,Good,2161.15,131.22,2025-12-12T01:27:31.760997
"Cordoba, Buenos Aires, Argentina",Argentina,-34.5995674,-58.3915767,26.6,60.5,,20.0,10.6,,7.0,-,,,98.13,2025-12-12T01:27:39.953240
"La boca, Buenos Aires, Argentina",Argentina,-34.6344961,-58.3631337,26.6,60.5,,38.0,8.3,,2.7,-,,,101.41,2025-12-12T01:27:46.856826
"Centenario, Buenos Aires, Argentina",Argentina,-34.635582,-58.5518647,23.8,70.0,,23.0,6.0,,5.9,-,,,84.55,2025-12-12T01:27:59.848157
