City,Country,Latitude,Longitude,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,AQI,Air_Quality_Category,Population_Density,Proximity_to_Industrial_Areas,Timestamp
"Nativitas, Mexico",Mexico,20.565231,-101.188248,15.0,44.0,,319.0,40.6,31.7,52.2,319,Hazardous,,39.93,2026-01-03T01:18:07.120961
"San Juanico, Mexico",Mexico,20.537489,-100.839905,11.5,75.1,228.0,159.0,34.8,25.0,41.9,228,Poor,,3.79,2026-01-03T01:18:14.975613
"Celaya Policia, Celaya, Mexico",Mexico,20.518569711338,-100.81674332276,11.5,75.1,193.0,169.0,36.9,21.9,25.0,193,Poor,,3.57,2026-01-03T01:18:20.753506
"DIF, Mexico",Mexico,20.558094,-101.204941,15.0,44.0,187.0,152.0,15.9,26.5,51.0,187,Poor,,41.64,2026-01-03T01:18:26.691086
"Cruz Roja, Mexico",Mexico,20.578896,-101.199211,15.0,44.0,171.0,153.0,17.3,20.1,51.7,171,Poor,2045.87,41.16,2026-01-03T01:18:29.898322
"SUR, CHIH1, Chihuahua -Estatal, Mexico",Mexico,28.632775,-106.03886694444,14.4,47.0,154.0,,,,,154,Poor,11787.18,24.34,2026-01-03T01:18:32.384040
"Finanzas, Saltillo, Coahuila, Mexico",Mexico,25.421472222222,-100.99686111111,12.7,54.7,153.0,65.0,18.5,5.0,,153,Poor,11006.29,74.05,2026-01-03T01:18:35.544893
"Secundaria Leyes de Reforma, Aguascalientes, Mexico",Mexico,21.903003362672,-102.28461279505,18.8,36.0,87.0,20.0,10.8,2.1,,87,Moderate,10999.44,104.96,2026-01-03T01:18:51.160119
"Palacio Municipal Cuautla, Cuautla, Morelos, Mexico",Mexico,18.812986944444,-98.955305833333,19.5,35.5,85.0,,32.0,8.2,8.9,85,Moderate,,81.91,2026-01-03T01:19:02.095138
"US Embassy, Guatemala City, Guatemala",Guatemala,14.6069387,-90.5169696,15.0,87.0,61.0,,,,,61,Moderate,31197.09,108.86,2026-01-03T01:19:08.216811
"San Salvador Este, El Salavor",El Salvador,13.71518889,-89.15481944,23.0,78.0,9.0,,,,,-,,,1794.07,2026-01-03T01:19:16.794211
"ITCA, Santa Tecla, El Salavor",El Salvador,13.673168,-89.279399,24.0,62.0,93.0,,,,,93,Moderate,1765.92,1801.85,2026-01-03T01:19:19.411375
"UTEC Campus, San Salvador, El Salavor",El Salvador,13.6999671,-89.2010843,30.9,88.8,91.0,,,,,91,Moderate,4024.59,1796.97,2026-01-03T01:19:21.917285
"San Salvador Centro, El Salavor",El Salvador,13.70630556,-89.20011667,21.4,16.5,,,,,,-,,4024.59,1797.32,2026-01-03T01:19:26.394671
"San Jose US Embassy, Costa Rica",Costa Rica,9.949488,-84.142876,20.9,69.2,38.0,,,,,38,Good,165.52,1107.57,2026-01-03T01:19:30.065900
"Las Ferias, Bogota, Colombia",Colombia,4.6906,-74.08256,14.9,69.0,42.0,6.0,11.7,,5.0,42,Good,104164.41,78.11,2026-01-03T01:20:19.398622
"MinAmbiente, Bogota, Colombia",Colombia,4.62529,-74.06724,14.7,77.0,38.0,27.0,9.6,0.5,7.3,38,Good,104164.41,71.59,2026-01-03T01:20:23.452168
"Tunal, Bogota, Colombia",Colombia,4.57619,-74.13093,14.0,65.0,34.0,16.0,2.3,0.9,,34,Good,,72.99,2026-01-03T01:20:32.770184
"Puente Aranda, Bogota, Colombia",Colombia,4.63187,-74.11757,14.0,77.0,31.0,13.0,9.9,0.7,5.1,31,Good,,76.02,2026-01-03T01:20:40.856017
"Fontibon, Bogota, Colombia",Colombia,4.6782472,-74.1438166,14.4,80.1,30.0,10.0,6.9,0.6,4.6,30,Good,445.63,81.7,2026-01-03T01:20:43.673208
"Guaymaral, Bogota, Colombia",Colombia,4.78374,-74.04417,14.6,66.0,30.0,22.0,4.5,0.2,3.4,30,Good,,83.78,2026-01-03T01:20:50.562455
"Centro de Alto Rendimiento, Bogota, Colombia",Colombia,4.65837,-74.084,14.7,77.0,26.0,11.0,7.7,0.8,4.1,26,Good,,75.54,2026-01-03T01:20:58.829582
"El Camal, Quito, Ecuador",Ecuador,-0.25,-78.51,11.69,93.0,66.0,,35.7,1.2,8.5,66,Moderate,,465.66,2026-01-03T01:21:06.054830
"Centro, Quito, Ecuador",Ecuador,-0.221393,-78.514005,12.63,93.0,51.0,,,1.7,5.3,51,Moderate,34010.69,463.1,2026-01-03T01:21:08.819386
"Belisario, Quito, Ecuador",Ecuador,-0.184719,-78.495986,12.63,93.0,10.0,54.0,17.1,3.9,5.1,35,Good,34010.69,458.58,2026-01-03T01:21:14.021318
"Cotocollao, Quito, Ecuador",Ecuador,-0.107777,-78.497222,11.98,93.0,7.0,54.0,20.8,1.3,2.2,23,Good,,451.2,2026-01-03T01:21:16.563499
"Los Chillos, Quito, Ecuador",Ecuador,-0.297062,-78.455248,14.0,93.0,,,,18.5,5.2,17,Good,,467.4,2026-01-03T01:21:20.579131
"estacion01, Cuenca, Ecuador",Ecuador,-2.897,-79.003,23.0,18.0,151.0,,130.2,9.7,4.6,151,Poor,6312.42,754.66,2026-01-03T01:21:23.559718
"estacion02, Cuenca, Ecuador",Ecuador,-2.879789,-78.980213,23.0,18.0,134.0,,130.2,9.7,4.6,142,Poor,,751.96,2026-01-03T01:21:29.954003
"estacion03, Cuenca, Ecuador",Ecuador,-2.879889,-78.981213,15.0,87.0,51.0,,16.5,4.6,9.5,51,Moderate,,752.02,2026-01-03T01:21:35.822119
"Tumbaco, Quito, Ecuador",Ecuador,-0.214933,-78.403253,14.82,93.0,23.0,,11.6,0.9,4.7,29,Good,,456.68,2026-01-03T01:21:45.466269
"Carapungo, Quito, Ecuador",Ecuador,-0.095472,-78.449809,20.57,49.0,69.0,54.0,7.6,4.6,5.3,69,Moderate,,447.45,2026-01-03T01:21:52.712335
"Campo De Marte, Lima, Peru",Peru,-12.07054,-77.04322,22.7,75.0,64.0,25.0,9.3,3.2,13.5,64,Moderate,127188.7,1717.62,2026-01-03T01:21:56.836334
"San Juan De Lurigancho, Lima, Peru",Peru,-11.98164,-76.99925,22.7,75.0,63.0,29.0,,12.1,,63,Moderate,,1707.63,2026-01-03T01:22:03.057599
"San Borja, Lima, Peru",Peru,-12.10859,-77.00769,22.7,75.0,59.0,41.0,12.6,10.7,10.3,59,Moderate,,1721.69,2026-01-03T01:22:05.606717
"San Martin De Porres, Lima, Peru",Peru,-12.00889,-77.08447,22.7,75.0,58.0,20.0,16.0,2.6,9.0,58,Moderate,,1710.96,2026-01-03T01:22:08.411548
"Villa Maria Del Triunfo, Lima, Peru",Peru,-12.16639,-76.92,22.7,75.0,32.0,9.0,10.8,2.6,24.0,32,Good,1018.59,1727.81,2026-01-03T01:22:11.633696
"Santa Anita, Lima, Peru",Peru,-12.04302,-76.97144,22.7,75.0,,23.0,20.3,11.3,11.1,23,Good,,1714.32,2026-01-03T01:22:15.589950
"US Embassy, Lima, Peru",Peru,-12.1052081,-76.9709299,23.3,84.0,34.0,,,,,34,Good,,1721.2,2026-01-03T01:22:18.355675
"Huachipa, Lima, Peru",Peru,-12.01689,-76.94883,22.2,75.0,193.0,155.0,8.4,33.0,200.9,33,Good,,1711.36,2026-01-03T01:22:20.994923
"Ate, Lima, Peru",Peru,-12.02611,-76.91861,22.8,85.3,,,,,,-,,,1712.29,2026-01-03T01:22:26.911164
"Carabayllo, Lima, Peru",Peru,-11.90219,-77.03364,22.7,75.0,,,19.4,6.2,13.2,13,Good,,1698.97,2026-01-03T01:22:29.428483
"Puente Piedra, Lima, Peru",Peru,-11.86325,-77.07413,22.7,75.0,43.0,,16.0,6.4,27.0,43,Good,,1694.82,2026-01-03T01:22:36.096048
"Velachery Res. Area, Chennai, Chennai, India",Peru,13.0052189,80.2398125,24.0,78.52333333333333,61.0,84.0,5.0,2.5,5.8,84,Moderate,,1012.82,2026-01-03T01:22:45.346409
"IIT, Chennai, Chennai, India",Peru,12.99251389,80.23744722,30.0,62.0,,,,,,-,,,1014.17,2026-01-03T01:22:52.039768
"Fuerza Aerea, Cochabamba, Bolivia",Bolivia,-17.4197854,-66.1685226,19.0,34.0,,49.0,,,,49,Good,8473.19,1751.96,2026-01-03T01:23:06.358162
"Parque Kanata, Cochabamba, Bolivia",Bolivia,-17.4125902,-66.1584437,19.0,34.0,,51.0,18.9,,,51,Moderate,8473.19,1752.65,2026-01-03T01:23:08.935915
"Semapa, Cochabamba, Bolivia",Bolivia,-17.3609718,-66.1607009,19.0,34.0,,25.0,,,,25,Good,,1758.36,2026-01-03T01:23:14.911732
"Balneario Curanilahue, Chile",Chile,-37.485131692556,-73.331626473541,16.0,82.0,61.0,,,,,61,Moderate,,522.6,2026-01-03T01:24:04.042245
"Bomberos, Chile",Chile,-22.111064,-70.210828,,,57.0,,,,,57,Moderate,312.21,1352.21,2026-01-03T01:24:06.551602
"Coquimbo, Chile",Chile,-29.970390235273,-71.336038250122,17.0,82.0,55.0,,,,,55,Moderate,2598.28,750.62,2026-01-03T01:24:10.955022
"Quilicura, Chile",Chile,-33.349626928347,-70.723792612552,22.0,56.0,50.0,32.0,,,,50,Good,,594.07,2026-01-03T01:24:19.226884
"Arica, Chile",Chile,-18.47683929771,-70.287911433372,21.0,68.0,42.0,,,,,42,Good,2573.61,1730.06,2026-01-03T01:24:25.346960
"Rancagua II, Chile",Chile,-34.143888375919,-70.737131207664,16.7,83.6,30.0,40.0,,,,40,Good,,602.37,2026-01-03T01:24:32.928562
"Rancagua I, Chile",Chile,-34.162314609087,-70.713919225517,16.8,83.5,30.0,40.0,,1.0,3.6,40,Good,,600.57,2026-01-03T01:24:38.898334
